international plan,voice mail plan,number vmail messages,total day minutes,total day charge,total intl minutes,total intl calls,total intl charge,customer service calls,total_call_minutes,total_charges
0,0,0,147.0,24.99,10.5,4,2.84,1,472.20000000000005,48.959999999999994
0,1,24,92.3,15.69,11.6,3,3.13,2,384.7,39.7
0,0,0,155.3,26.4,12.6,5,3.4,2,532.2,53.559999999999995
0,0,0,98.9,16.81,12.2,1,3.29,1,470.9,42.26
0,0,0,276.1,46.94,8.9,4,2.4,0,708.5,76.84
0,0,0,207.0,35.19,9.1,8,2.46,3,612.3,65.21
0,0,0,245.3,41.7,10.7,2,2.89,3,709.5,75.87
0,1,33,218.7,37.18,12.1,4,3.27,1,472.7,58.09
0,0,0,136.7,23.24,9.8,4,2.65,0,630.5999999999999,57.26
0,0,0,105.7,17.97,6.6,12,1.78,2,428.0,39.92
0,0,0,157.4,26.76,9.3,2,2.51,1,584.2,54.28
0,0,0,109.5,18.62,6.6,7,1.78,1,700.2,60.27
0,1,31,82.3,13.99,11.8,2,3.19,6,568.0,49.279999999999994
0,1,19,178.1,30.28,10.0,6,2.7,1,617.2,61.25000000000001
0,0,0,269.0,45.73,7.3,4,1.97,2,682.0,75.63
0,0,0,101.7,17.29,9.4,6,2.54,3,440.7,43.2
1,0,0,99.6,16.93,13.7,6,3.7,2,569.5,54.120000000000005
0,0,0,130.0,22.1,8.3,4,2.24,0,494.0,48.13
0,0,0,217.1,36.91,9.4,4,2.54,1,571.4,64.83
1,1,41,173.1,29.43,14.6,15,3.94,0,499.2,56.199999999999996
0,0,0,128.7,21.88,10.3,5,2.78,1,491.79999999999995,47.78
0,0,0,145.0,24.65,7.1,4,1.92,3,582.8,55.9
0,0,0,124.2,21.11,13.1,8,3.54,2,383.8,41.29
0,0,0,225.0,38.25,7.1,2,1.92,3,596.2,63.95
0,1,19,184.1,31.3,16.9,3,4.56,0,604.2,62.54
0,0,0,203.3,34.56,7.8,2,2.11,3,579.1,63.980000000000004
0,1,29,279.9,47.58,13.0,2,3.51,1,754.7,81.38
0,0,0,134.5,22.87,15.4,1,4.16,1,501.5,49.269999999999996
1,0,0,199.2,33.86,11.8,7,3.19,1,564.8,62.089999999999996
0,0,0,76.4,12.99,9.4,3,2.54,3,418.3,35.54
0,0,0,131.6,22.37,15.5,3,4.19,1,562.0999999999999,53.099999999999994
1,0,0,246.4,41.89,12.1,2,3.27,2,586.0,67.72
0,0,0,245.2,41.68,7.5,4,2.03,0,738.6999999999999,76.08
1,0,0,127.3,21.64,13.7,5,3.7,5,523.5,52.07
0,0,0,213.0,36.21,9.1,1,2.46,1,652.2,65.5
0,0,0,235.8,40.09,7.3,1,1.97,2,475.40000000000003,59.88
0,0,0,220.7,37.52,8.7,5,2.35,1,612.5,68.31
0,0,0,272.4,46.31,12.7,2,3.43,0,565.8,67.26
0,0,0,181.4,30.84,11.6,6,3.13,1,547.5,60.589999999999996
0,0,0,177.2,30.12,12.7,2,3.43,4,633.9,59.800000000000004
0,0,0,141.7,24.09,10.2,3,2.75,0,589.8,55.849999999999994
0,0,0,144.1,24.5,13.6,3,3.67,1,605.3,58.910000000000004
1,0,0,62.8,10.68,9.4,4,2.54,3,513.4,40.309999999999995
0,1,19,210.3,35.75,13.1,3,3.54,4,667.8,69.55
0,1,30,122.9,20.89,9.6,2,2.59,2,555.9,52.31
0,0,0,242.6,41.24,14.4,6,3.89,2,671.3,72.79
0,0,0,252.4,42.91,10.7,3,2.89,2,668.6,71.24
0,0,0,87.7,14.91,10.8,6,2.92,1,503.8,45.150000000000006
0,0,0,148.1,25.18,12.3,2,3.32,5,529.0,52.24
0,0,0,242.8,41.28,6.0,3,1.62,5,688.4,72.32000000000001
0,0,0,222.1,37.76,9.4,3,2.54,2,583.9,64.56
0,1,24,135.9,23.1,9.4,4,2.54,1,579.7,54.940000000000005
0,1,39,82.6,14.04,9.5,1,2.57,3,470.6,43.04
1,1,37,220.2,37.43,4.1,2,1.11,0,610.6,63.519999999999996
0,0,0,220.6,37.5,10.5,11,2.84,1,562.5,61.92999999999999
0,0,0,115.3,19.6,18.0,2,4.86,1,492.5,50.42
0,1,24,121.7,20.69,12.7,3,3.43,1,572.3,51.76
0,0,0,105.4,17.92,7.8,5,2.11,0,543.8000000000001,48.35000000000001
0,0,0,296.0,50.32,12.3,10,3.32,0,769.2,83.99
0,0,0,206.2,35.05,13.6,2,3.67,1,690.2,69.79
0,0,0,267.8,45.53,14.4,11,3.89,5,792.8000000000001,85.7
0,1,24,174.6,29.68,8.8,5,2.38,2,565.6,56.72
0,1,22,82.5,14.03,4.8,4,1.3,3,552.4,48.07
1,1,30,184.2,31.31,10.0,10,2.7,0,564.5,57.83
0,0,0,59.5,10.12,11.1,6,3.0,0,525.0,44.349999999999994
0,0,0,130.2,22.13,14.0,6,3.78,3,615.9,59.41
0,0,0,141.3,24.02,11.2,3,3.02,2,503.70000000000005,48.75000000000001
0,1,31,171.2,29.1,10.2,4,2.75,1,561.3,57.150000000000006
1,1,44,254.1,43.2,8.7,4,2.35,3,630.5,69.7
0,0,0,125.5,21.34,8.9,8,2.4,1,631.1,57.279999999999994
0,0,0,219.9,37.38,11.7,7,3.16,1,493.80000000000007,58.60000000000001
0,0,0,157.9,26.84,12.8,3,3.46,1,471.20000000000005,51.63
0,0,0,235.7,40.07,13.3,10,3.59,1,593.5,65.24
0,0,0,181.5,30.86,14.7,9,3.97,2,590.6,61.44
1,1,29,220.7,37.52,13.2,6,3.56,1,628.9,68.15
1,1,29,195.5,33.24,13.5,9,3.65,1,571.1,60.66
1,1,25,191.1,32.49,9.8,3,2.65,0,568.5,58.11
0,0,0,103.7,17.63,14.4,1,3.89,0,560.0,47.14
0,1,30,198.4,33.73,5.8,3,1.57,3,454.9,49.849999999999994
0,0,0,140.7,23.92,11.7,5,3.16,0,588.8,55.05000000000001
0,0,0,163.1,27.73,9.0,10,2.43,1,580.7,58.93
0,1,13,193.1,32.83,12.1,4,3.27,1,532.1,55.82
0,0,0,239.1,40.65,10.9,3,2.94,3,713.5,74.67999999999999
0,0,0,219.6,37.33,10.8,4,2.92,2,566.4,61.5
0,0,0,257.3,43.74,13.5,7,3.65,0,551.0,68.00000000000001
0,1,22,167.7,28.51,7.5,11,2.03,1,618.4,60.7
0,0,0,198.4,33.73,13.1,4,3.54,0,528.1,60.79
1,0,0,131.4,22.34,11.1,2,3.0,1,506.8,51.02
0,0,0,189.7,32.25,8.3,3,2.24,5,589.8,58.74
0,0,0,160.6,27.3,10.7,1,2.89,1,642.7,61.370000000000005
0,1,42,165.3,28.1,7.6,7,2.05,3,649.6,60.89
0,0,0,222.3,37.79,8.9,4,2.4,3,644.1,65.02
0,1,16,221.6,37.67,11.3,3,3.05,1,551.8,60.79
0,0,0,104.6,17.78,6.5,8,1.76,2,509.2,43.73
0,0,0,192.0,32.64,7.5,5,2.03,1,475.20000000000005,52.52
0,0,0,248.6,42.26,8.0,4,2.16,3,570.0,64.84
0,0,0,168.6,28.66,9.8,5,2.65,1,661.3,65.39999999999999
0,0,0,149.8,25.47,10.9,7,2.94,2,667.5,62.75999999999999
0,0,0,58.4,9.93,11.9,5,3.21,1,479.59999999999997,42.58
1,0,0,216.7,36.84,9.8,4,2.65,2,553.2,59.29
0,0,0,191.3,32.52,12.8,4,3.46,1,653.6,64.53999999999999
0,1,33,161.8,27.51,13.7,4,3.7,0,588.7,61.35
1,0,0,78.2,13.29,10.1,6,2.73,2,382.1,37.529999999999994
1,0,0,159.9,27.18,11.6,2,3.13,2,494.20000000000005,52.550000000000004
0,0,0,182.1,30.96,10.0,3,2.7,5,469.3,51.980000000000004
0,0,0,141.7,24.09,8.8,6,2.38,0,565.8,53.78
0,0,0,179.4,30.5,14.7,3,3.97,0,587.7,62.14
0,0,0,196.5,33.41,10.8,2,2.92,2,549.7,59.81999999999999
0,1,28,128.8,21.9,10.3,2,2.78,2,433.5,44.68
0,0,0,130.6,22.2,15.6,3,4.21,3,543.3,53.31
0,1,18,148.5,25.25,6.5,4,1.76,0,441.3,44.76
0,0,0,208.7,35.48,8.0,3,2.16,2,666.7,69.27
0,1,27,273.4,46.48,12.3,6,3.32,1,673.2,73.94999999999999
0,1,24,186.6,31.72,11.6,5,3.13,1,643.5,64.29
0,1,35,200.4,34.07,8.3,4,2.24,1,687.7,69.15
0,1,14,80.2,13.63,8.6,2,2.32,1,421.79999999999995,40.089999999999996
1,1,43,142.8,24.28,8.9,4,2.4,1,608.5,58.529999999999994
0,0,0,261.7,44.49,6.0,3,1.62,3,729.0,75.56
1,0,0,54.2,9.21,8.6,2,2.32,1,529.2,45.03000000000001
0,0,0,164.6,27.98,8.0,3,2.16,0,665.6,63.510000000000005
0,1,33,193.4,32.88,11.1,11,3.0,2,651.2,65.75
0,0,0,205.0,34.85,7.5,4,2.03,2,618.5,61.129999999999995
0,0,0,264.7,45.0,9.5,9,2.57,1,767.1,82.38
0,0,0,194.8,33.12,13.9,4,3.75,0,590.8000000000001,61.53
0,0,0,98.2,16.69,9.3,4,2.51,2,431.59999999999997,41.67
0,1,31,71.2,12.1,11.7,3,3.16,0,351.4,32.86
0,0,0,155.7,26.47,8.1,4,2.19,0,586.8,54.99999999999999
0,0,0,174.3,29.63,12.9,5,3.48,3,619.0999999999999,60.58999999999999
1,1,32,173.0,29.41,12.2,4,3.29,0,613.5,60.9
0,0,0,169.7,28.85,12.8,6,3.46,3,527.5,55.050000000000004
0,1,35,230.5,39.19,10.6,6,2.86,5,766.0,76.78
0,0,0,175.7,29.87,14.6,4,3.94,1,543.1999999999999,57.09
0,0,0,225.9,38.4,11.2,4,3.02,1,776.3,78.14999999999999
0,0,0,183.6,31.21,12.7,2,3.43,1,519.4,54.58
0,0,0,110.9,18.85,15.8,9,4.27,1,417.0,41.519999999999996
0,1,37,163.5,27.8,7.8,4,2.11,2,598.6,57.61
0,0,0,97.2,16.52,12.4,5,3.35,0,514.4000000000001,44.87
0,1,24,133.2,22.64,11.0,3,2.97,1,421.0,47.25
0,1,37,205.0,34.85,11.7,8,3.16,1,555.4,60.39
0,1,31,224.7,38.2,7.5,5,2.03,1,479.5,57.07000000000001
0,1,25,219.1,37.25,14.3,6,3.86,1,420.70000000000005,56.24
0,0,0,190.3,32.35,11.7,5,3.16,2,641.3,63.58
0,0,0,199.5,33.92,8.1,4,2.19,2,490.9,57.53
0,0,0,72.5,12.33,6.6,3,1.78,1,394.4,36.760000000000005
0,1,31,216.0,36.72,10.7,1,2.89,2,675.8,69.3
0,0,0,236.4,40.19,13.8,4,3.73,1,715.7,76.98
0,0,0,179.2,30.46,5.8,7,1.57,2,747.9,68.94999999999999
0,0,0,174.4,29.65,0.0,0,0.0,4,622.6,60.449999999999996
0,1,34,232.6,39.54,4.7,3,1.27,3,672.5,66.73
0,1,30,186.2,31.65,12.9,3,3.48,2,637.2,66.89
0,1,26,155.2,26.38,4.5,4,1.22,0,647.7,59.0
1,1,31,225.0,38.25,9.1,3,2.46,1,643.0,67.17
0,0,0,192.8,32.78,12.7,6,3.43,1,586.3,60.24
0,0,0,178.7,30.38,10.6,2,2.86,4,547.0999999999999,58.43999999999999
0,0,0,169.1,28.75,9.9,10,2.67,3,583.9,56.879999999999995
0,0,0,154.3,26.23,10.9,8,2.94,0,391.3,47.16
0,0,0,194.8,33.12,11.0,3,2.97,1,604.5,63.94
0,1,37,153.5,26.1,10.6,3,2.86,1,640.0999999999999,60.529999999999994
0,0,0,127.8,21.73,15.9,2,4.29,2,506.7,50.34
0,1,22,240.8,40.94,7.1,3,1.92,2,541.3000000000001,59.42
0,0,0,157.6,26.79,11.9,1,3.21,0,582.3,56.49
0,0,0,87.0,14.79,11.0,5,2.97,0,486.40000000000003,43.48
0,0,0,150.5,25.59,9.0,2,2.43,1,542.0,50.449999999999996
0,1,23,232.4,39.51,12.3,3,3.32,3,608.9,67.21
0,0,0,169.4,28.8,2.0,7,0.54,1,588.6,55.6
0,1,40,210.0,35.7,5.9,4,1.59,8,611.5,64.67
0,0,0,285.7,48.57,14.8,7,4.0,0,747.3,82.58
1,0,0,298.4,50.73,12.2,2,3.29,0,676.1999999999999,81.84
0,0,0,107.0,18.19,12.8,3,3.46,4,455.79999999999995,41.57
0,0,0,179.3,30.48,13.5,6,3.65,1,636.4000000000001,63.06
0,0,0,213.8,36.35,15.6,7,4.21,0,718.7,73.88
0,0,0,171.1,29.09,16.2,3,4.37,1,519.9,59.44
0,0,0,239.8,40.77,11.3,5,3.05,1,618.6,66.03
0,1,33,200.1,34.02,15.5,4,4.19,0,594.1,63.5
1,0,0,122.3,20.79,13.7,3,3.7,3,389.0,41.25
0,1,31,225.2,38.28,11.5,1,3.11,4,731.7,74.46
0,0,0,247.7,42.11,9.6,7,2.59,0,684.5,75.14
0,1,23,262.2,44.57,7.3,14,1.97,1,548.3,65.7
0,0,0,134.9,22.93,10.2,5,2.75,1,488.4,47.83
0,0,0,203.6,34.61,8.4,3,2.27,0,541.1999999999999,58.540000000000006
0,0,0,154.8,26.32,5.9,9,1.59,3,650.9,61.74
0,1,43,121.1,20.59,8.3,5,2.24,3,603.6999999999999,54.96
0,0,0,188.5,32.05,6.1,6,1.65,1,588.7,58.989999999999995
0,0,0,209.8,35.67,11.3,3,3.05,0,604.7,64.27
0,1,24,128.1,21.78,11.6,3,3.13,1,462.5,45.690000000000005
0,0,0,148.5,25.25,12.4,3,3.35,1,618.5,60.8
0,0,0,214.9,36.53,11.8,2,3.19,2,466.4,55.75
0,0,0,131.8,22.41,11.3,2,3.05,1,721.6,63.379999999999995
0,1,31,313.8,53.35,10.1,7,2.73,3,654.2,77.30000000000001
0,1,22,175.9,29.9,7.3,5,1.97,2,562.1,57.71
0,1,37,223.5,38.0,10.6,5,2.86,2,598.7,67.14
0,0,0,175.5,29.84,11.8,3,3.19,1,550.7,55.21
0,0,0,121.6,20.67,8.9,2,2.4,1,530.8,48.1
0,0,0,133.4,22.68,5.9,4,1.59,1,509.1,46.02
0,0,0,190.2,32.33,14.0,6,3.78,0,528.8,57.63
0,0,0,321.3,54.62,8.0,4,2.16,1,682.8000000000001,79.75999999999999
0,0,0,195.4,33.22,11.6,6,3.13,1,492.8,55.92
0,0,0,146.0,24.82,6.8,7,1.84,0,503.1,47.11000000000001
0,0,0,195.7,33.27,8.3,3,2.24,1,605.9,62.330000000000005
0,0,0,250.9,42.65,9.6,6,2.59,2,570.9,66.5
0,1,31,172.3,29.29,11.8,5,3.19,1,666.7,65.38
0,0,0,191.3,32.52,10.0,3,2.7,1,635.1,65.65
0,1,4,141.3,24.02,9.4,3,2.54,3,595.4000000000001,56.209999999999994
0,0,0,177.5,30.18,11.9,3,3.21,2,645.4,65.94
0,1,34,221.8,37.71,14.0,7,3.78,0,611.2,65.48
0,1,35,205.5,34.94,6.9,4,1.86,1,718.2,71.81
0,0,0,119.2,20.26,8.4,9,2.27,2,545.5,50.85
0,1,27,241.7,41.09,9.4,4,2.54,1,672.5999999999999,68.7
0,0,0,223.2,37.94,12.4,2,3.35,1,654.4,69.35
0,0,0,158.0,26.86,9.1,4,2.46,1,691.6,65.03
0,0,0,169.3,28.78,12.0,3,3.24,0,505.8,52.75
0,1,28,171.8,29.21,10.6,7,2.86,1,658.0,63.58
0,0,0,205.3,34.9,7.8,4,2.11,1,612.6,62.01
0,0,0,113.2,19.24,14.1,4,3.81,3,574.3,51.370000000000005
0,1,38,196.8,33.46,7.7,2,2.08,1,712.8,68.92999999999999
0,1,30,191.7,32.59,11.1,4,3.0,1,534.1,58.72
1,0,0,277.0,47.09,8.3,3,2.24,1,609.6999999999999,73.84
0,0,0,245.0,41.65,9.7,6,2.62,1,688.3,71.43
0,0,0,185.0,31.45,11.4,3,3.08,2,622.3,63.21
0,0,0,210.6,35.8,12.4,1,3.35,2,651.1999999999999,68.94
0,1,11,180.7,30.72,10.1,4,2.73,2,585.9,58.629999999999995
0,0,0,153.5,26.1,6.5,5,1.76,2,671.0,62.64
0,0,0,217.6,36.99,4.2,3,1.13,0,688.8,72.14
0,0,0,239.2,40.66,10.3,2,2.78,5,550.0,63.43
0,1,32,125.2,21.28,12.6,9,3.4,3,548.1,52.949999999999996
0,1,24,180.5,30.69,2.4,3,0.65,0,610.3,59.65
0,0,0,204.4,34.75,11.0,5,2.97,1,657.2,69.02
0,0,0,179.1,30.45,10.2,10,2.75,1,562.4,58.309999999999995
0,1,34,230.6,39.2,8.0,2,2.16,0,749.3,73.48
0,0,0,239.8,40.77,10.9,10,2.94,1,660.2,72.7
0,0,0,167.6,28.49,11.7,2,3.16,4,602.6999999999999,60.0
0,0,0,169.9,28.88,11.4,7,3.08,1,564.8,58.739999999999995
0,0,0,157.6,26.79,9.1,4,2.46,1,720.8,62.53
0,0,0,102.8,17.48,13.2,5,3.56,2,612.6,55.24
0,0,0,137.2,23.32,14.3,4,3.86,1,485.40000000000003,49.480000000000004
1,0,0,145.9,24.8,14.4,10,3.89,0,535.0,54.53
0,0,0,276.2,46.95,2.2,4,0.59,3,593.6,68.45000000000002
0,1,42,101.9,17.32,12.9,2,3.48,0,566.6,50.629999999999995
0,0,0,181.6,30.87,8.3,6,2.24,4,667.0999999999999,68.38
0,0,0,198.4,33.73,10.1,3,2.73,0,759.9000000000001,71.16000000000001
0,0,0,105.8,17.99,13.1,5,3.54,0,339.29999999999995,33.79
0,1,9,160.1,27.22,10.8,9,2.92,0,509.20000000000005,54.25
0,0,0,277.3,47.14,12.8,4,3.46,2,623.0,75.28999999999999
0,0,0,130.2,22.13,14.0,6,3.78,2,713.5999999999999,63.28
0,1,33,189.7,32.25,10.0,5,2.7,1,568.2,60.50000000000001
0,1,33,119.6,20.33,5.9,2,1.59,2,661.6999999999999,57.46
0,0,0,142.3,24.19,12.8,9,3.46,2,494.6,48.42
0,0,0,197.9,33.64,12.0,6,3.24,1,605.8,61.96
0,0,0,226.9,38.57,11.6,2,3.13,0,613.0,66.37
0,0,0,194.8,33.12,11.5,7,3.11,0,599.0,62.959999999999994
0,0,0,123.3,20.96,12.7,2,3.43,1,459.20000000000005,46.309999999999995
0,0,0,51.8,8.81,10.4,4,2.81,2,509.5,41.43000000000001
0,0,0,174.5,29.67,11.3,7,3.05,1,604.3,62.43
0,0,0,261.9,44.52,13.8,4,3.73,0,555.2,67.37
0,1,39,143.9,24.46,12.5,8,3.38,2,483.40000000000003,51.53000000000001
0,0,0,210.1,35.72,14.4,2,3.89,4,617.6,67.91
0,1,29,215.5,36.64,8.8,5,2.38,2,505.7,58.550000000000004
0,0,0,169.9,28.88,11.5,2,3.11,1,585.4,59.06
0,0,0,181.4,30.84,11.3,3,3.05,3,517.6,55.72
1,0,0,106.1,18.04,12.9,3,3.48,0,326.0,36.35999999999999
1,0,0,257.1,43.71,8.8,6,2.38,1,752.3,80.86999999999999
0,0,0,266.0,45.22,14.2,2,3.83,2,786.8,81.07
0,0,0,178.3,30.31,10.9,1,2.94,3,653.0,64.02
0,0,0,78.6,13.36,7.4,5,2.0,1,450.09999999999997,39.57
0,0,0,154.7,26.3,11.1,3,3.0,0,662.9,64.09
1,0,0,237.8,40.43,15.6,6,4.21,2,614.5,69.94999999999999
0,0,0,178.4,30.33,9.6,2,2.59,0,685.3,65.62
0,0,0,155.0,26.35,7.0,4,1.89,4,464.5,47.5
0,1,37,154.6,26.28,13.3,3,3.59,1,403.9,44.43000000000001
0,1,15,113.9,19.36,11.8,9,3.19,1,454.40000000000003,43.68
0,0,0,169.2,28.76,4.6,4,1.24,2,516.0,51.6
0,0,0,202.0,34.34,10.4,6,2.81,1,560.9,59.84
0,0,0,179.5,30.52,12.0,4,3.24,0,536.9,57.52
0,0,0,205.1,34.87,9.2,6,2.48,2,697.6999999999999,68.83
0,0,0,126.7,21.54,13.3,7,3.59,1,580.5,53.78999999999999
0,0,0,210.4,35.77,15.5,4,4.19,1,536.7,61.71
0,0,0,198.8,33.8,16.5,7,4.46,5,607.6,64.48
0,0,0,106.4,18.09,5.3,4,1.43,6,494.2,46.58
0,0,0,236.6,40.22,11.1,2,3.0,1,618.8,67.21
0,0,0,141.1,23.99,5.9,6,1.59,3,456.2,48.22
0,1,26,118.5,20.15,13.4,3,3.62,2,465.0,47.919999999999995
0,1,29,179.3,30.48,8.6,7,2.32,0,728.2,66.53999999999999
0,0,0,92.6,15.74,11.3,3,3.05,5,539.5,45.379999999999995
0,0,0,231.2,39.3,12.3,1,3.32,1,626.8,67.96999999999998
0,0,0,114.8,19.52,12.0,4,3.24,0,501.0,43.410000000000004
0,0,0,91.7,15.59,9.2,4,2.48,2,460.4,42.41
0,0,0,200.2,34.03,6.0,6,1.62,2,555.5,56.39
1,0,0,276.5,47.01,7.2,3,1.94,1,682.4000000000001,75.03999999999999
0,0,0,110.9,18.85,6.2,5,1.67,1,476.9,43.33
0,1,33,299.5,50.92,11.6,5,3.13,0,609.5999999999999,74.53999999999999
0,0,0,296.4,50.39,11.4,3,3.08,4,645.1,77.76
1,1,22,196.0,33.32,3.7,5,1.0,1,744.3000000000001,71.9
0,0,0,193.8,32.95,10.6,6,2.86,1,587.5,62.38
0,1,29,163.5,27.8,7.5,5,2.03,2,820.2,70.38
0,0,0,147.2,25.02,13.3,3,3.59,2,458.7,49.629999999999995
0,0,0,184.7,31.4,12.3,6,3.32,2,686.2,67.77
0,0,0,122.4,20.81,12.5,7,3.38,1,416.0,41.940000000000005
0,0,0,273.6,46.51,8.2,4,2.21,1,638.8000000000001,69.74
0,1,25,176.6,30.02,11.3,5,3.05,2,453.79999999999995,52.45
0,0,0,268.7,45.68,5.8,1,1.57,2,736.7,80.35999999999999
1,1,26,129.3,21.98,9.6,7,2.59,1,460.3,46.52000000000001
0,0,0,191.4,32.54,10.2,3,2.75,3,602.5,62.01
0,0,0,139.9,23.78,12.7,4,3.43,2,604.3,57.06000000000001
0,1,41,162.0,27.54,11.9,5,3.21,0,646.8,65.55
0,0,0,169.3,28.78,11.6,6,3.13,2,536.1,54.660000000000004
0,0,0,155.7,26.47,11.0,1,2.97,1,608.2,60.21999999999999
0,0,0,168.0,28.56,10.1,3,2.73,2,526.9,55.129999999999995
0,0,0,157.1,26.71,7.6,3,2.05,2,650.5999999999999,59.489999999999995
0,0,0,179.8,30.57,10.9,4,2.94,0,625.8,60.51
0,0,0,221.4,37.64,9.8,5,2.65,3,575.7,65.5
0,0,0,150.4,25.57,12.3,4,3.32,1,567.2,56.86
0,1,32,211.9,36.02,8.8,5,2.38,1,628.3,65.26
0,0,0,84.9,14.43,7.5,5,2.03,2,552.9,47.82
0,0,0,189.8,32.27,14.9,3,4.02,2,621.6,63.61
0,0,0,225.2,38.28,9.1,2,2.46,2,682.0999999999999,69.89999999999999
0,0,0,150.3,25.55,12.5,4,3.38,2,542.9000000000001,56.83
0,0,0,124.8,21.22,13.4,4,3.62,0,575.2,55.38999999999999
0,0,0,177.2,30.12,14.0,2,3.78,2,679.0999999999999,67.3
0,0,0,247.4,42.06,11.3,2,3.05,0,710.7,72.99
0,1,35,200.2,34.03,11.6,4,3.13,3,651.8,67.25
0,0,0,208.0,35.36,8.6,6,2.32,0,483.29999999999995,58.029999999999994
0,1,36,113.7,19.33,10.0,3,2.7,2,448.79999999999995,43.410000000000004
1,0,0,133.0,22.61,11.2,3,3.02,1,610.1,57.61000000000001
0,0,0,148.2,25.19,6.4,4,1.73,2,692.3,63.74999999999999
0,0,0,198.4,33.73,10.4,6,2.81,2,602.6,63.17
0,0,0,184.5,31.37,13.7,3,3.7,3,539.9,57.940000000000005
0,0,0,183.0,31.11,8.7,6,2.35,2,604.2,61.010000000000005
1,0,0,345.3,58.7,11.8,8,3.19,1,766.2,88.97
0,1,33,174.9,29.73,13.5,3,3.65,1,587.7,61.88999999999999
0,0,0,164.5,27.97,11.2,2,3.02,0,565.0999999999999,54.93
1,0,0,273.3,46.46,12.0,7,3.24,1,702.1000000000001,79.54
0,0,0,245.8,41.79,9.0,13,2.43,1,773.2,79.42
0,0,0,159.5,27.12,10.1,2,2.73,1,611.7,61.220000000000006
0,0,0,178.7,30.38,9.8,4,2.65,0,736.7,69.83
0,0,0,92.0,15.64,10.3,10,2.78,1,559.7,49.61000000000001
0,0,0,197.9,33.64,11.2,2,3.02,2,587.2,64.22
0,0,0,271.6,46.17,11.6,9,3.13,2,563.9000000000001,68.69
0,0,0,150.0,25.5,12.5,6,3.38,1,643.5999999999999,60.38
0,0,0,162.3,27.59,14.8,1,4.0,4,566.9,55.76
0,1,27,209.8,35.67,7.2,6,1.94,0,616.3,62.11
0,0,0,196.0,33.32,9.8,1,2.65,3,535.0,58.67
1,0,0,236.3,40.17,11.2,8,3.02,3,549.4000000000001,63.39000000000001
0,1,36,309.9,52.68,14.2,2,3.83,1,693.7,81.80000000000001
0,0,0,101.1,17.19,7.3,5,1.97,0,501.99999999999994,47.730000000000004
0,0,0,216.8,36.86,5.6,2,1.51,1,652.7,66.28000000000002
0,1,34,208.8,35.5,12.5,4,3.38,4,565.5,60.62
0,0,0,266.3,45.27,14.0,2,3.78,2,679.1,75.94000000000001
0,1,14,192.3,32.69,10.5,3,2.84,2,510.4,53.39
0,0,0,245.3,41.7,8.5,4,2.3,4,596.6,64.73
0,1,35,139.6,23.73,8.8,2,2.38,2,686.2,64.02
0,0,0,112.8,19.18,16.3,6,4.4,0,519.1,48.13
0,0,0,224.7,38.2,15.8,6,4.27,1,521.7,61.010000000000005
0,1,38,236.6,40.22,9.5,10,2.57,2,643.6,69.00999999999999
1,0,0,160.0,27.2,9.9,3,2.67,2,520.2,53.1
0,0,0,299.5,50.92,13.7,4,3.7,0,736.9000000000001,83.37
0,0,0,198.6,33.76,10.6,6,2.86,2,583.7,62.5
0,0,0,206.4,35.09,8.8,5,2.38,2,528.9,57.10000000000001
0,0,0,211.2,35.9,6.3,9,1.7,2,663.1999999999999,67.18
0,0,0,220.0,37.4,11.5,5,3.11,0,588.0999999999999,64.27
0,0,0,171.7,29.19,11.9,4,3.21,2,477.5,50.57
0,1,39,94.8,16.12,11.4,5,3.08,1,511.29999999999995,46.7
0,0,0,262.3,44.59,6.6,5,1.78,3,627.1,70.75
0,0,0,114.4,19.45,10.1,5,2.73,2,495.20000000000005,44.419999999999995
0,0,0,106.6,18.12,14.9,7,4.02,1,570.3,54.39999999999999
0,1,41,148.1,25.18,6.2,5,1.67,2,531.7,50.89000000000001
0,0,0,227.8,38.73,5.6,4,1.51,3,598.4,63.699999999999996
0,0,0,178.4,30.33,12.0,2,3.24,0,591.4,61.5
0,0,0,183.4,31.18,8.2,8,2.21,1,569.9000000000001,62.03000000000001
1,0,0,164.0,27.88,6.4,4,1.73,0,440.90000000000003,48.19
0,0,0,290.4,49.37,10.1,5,2.73,3,807.5999999999999,85.52999999999999
0,0,0,197.5,33.58,11.3,4,3.05,1,568.0,61.58
1,0,0,312.0,53.04,10.5,2,2.84,0,659.0,76.66999999999999
1,1,26,217.2,36.92,9.3,3,2.51,0,643.4,64.43
0,1,22,200.4,34.07,7.6,5,2.05,1,562.2,57.64
0,1,26,239.4,40.7,7.7,3,2.08,0,736.8,75.54
0,0,0,225.0,38.25,10.7,4,2.89,0,690.4,71.85000000000001
0,1,18,149.9,25.48,11.5,7,3.11,0,492.3,50.839999999999996
0,1,27,201.3,34.22,12.3,3,3.32,1,495.3,56.519999999999996
0,1,31,210.4,35.77,9.7,4,2.62,0,604.5999999999999,65.15
0,0,0,258.4,43.93,9.7,8,2.62,4,567.6,65.54
0,0,0,179.2,30.46,9.2,6,2.48,2,666.8,63.31
0,1,34,103.7,17.63,14.8,4,4.0,2,596.6,53.269999999999996
0,0,0,169.5,28.82,8.7,4,2.35,0,339.0,43.32
1,0,0,161.0,27.37,7.7,6,2.08,1,586.7,58.41
0,0,0,91.1,15.49,11.9,8,3.21,2,571.0999999999999,47.47
